Date	DoW M=1	Local Time	Country	State	City	Zip Code	Method of Payment	Vendor	Purchaser	Good or Service	Note/Comments	Exp'd?	Reimb?	Recur?	Traveling?	In Pers?	Debit	Credit
43225	6	0.34375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-999.04	999.04
43225	6	0.34375			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
43225	6	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
43224	5	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43223	4	0.84375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-175.37	175.37
43223	4	0.291666667			Online		Barclay MasterCard	Netflix	Joint	Fee	Netflix Subscription	No	No	No		Yes	-11.97	
43223	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 04.23 - 05.06	No	No	Yes		No	0	3478.69
43222	3	0.291666667			Online		Barclay MasterCard	Patreon	CGPR	Donation	News Service Fee	No	No	Yes		No	-2.99	
43222	3	0.291666667			Online		Barclay MasterCard	ExtraSpace Storage	Joint	Rent	Storage Rent	Yes	No	No		Yes	-175.37	
43222	3	0.28125			FAO		Barclay MasterCard	Paul	Joint	Meal Out	Preflight Breakfast	No	No	No		Yes	-17.93	
43222	3	0.270833333			FAO		Barclay MasterCard	EasyJet	Joint	Fee	Hands Free Fee	No	No	No		Yes	-7.22	
43221	2	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43220	1	0.854166667			Online		Bank of America Checking	Convento Olhão	Joint	Hotel	Balance Payment 30th April - 2nd May	No	No	No		No	-122.68	
43220	1	0.510416667			Portimao		Barclay MasterCard	Pestana Alvor Praia	Joint	Snack	Snack	No	No	No		Yes	-9.67	
43220	1	0.5			Portimao		Barclay MasterCard	Pestana Alvor Praia	Joint	Hotel	Hotel Stay in Portimao	No	No	No		Yes	-152.56	
43220	1	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Monthly Skype Charge	No	No	Yes		No	-5.49	
43219	7	0.875			Portimao		Barclay MasterCard	Pestana Alvor Praia	Joint	Meal Out	Dinner Date	No	No	No		Yes	-117.75	
43219	7	0.802083333			Online		Bank of America Checking	Chase Visa	CGPR	Credit Card Payment	Irregular CC Payment	No	No	No		No	-12.99	12.99
43219	7	0.666666667			Portimao		Barclay MasterCard	Pestana Alvor Praia	Joint	Snack	Snack	No	No	No		Yes	-13.35	
43219	7	0.520833333			Portimao		Barclay MasterCard	Pestana Alvor Praia	Joint	Lunch	Lunch Date	No	No	No		Yes	-36.42	
43219	7	0.302083333			Lisbon		Barclay MasterCard	Uber	Joint	Taxi	Ride to Oriente Station	No	No	No		Yes	-12.9	
43218	6	0.822916667			Lisbon		Barclay MasterCard	Pistola y Corazon	Joint	Meal Out	Dinner Date	No	No	No		Yes	-48.47	
43218	6	0.625			Lisbon		Barclay MasterCard	Garrafeira Nacional	Joint	Gift	Bottles	No	No	No		Yes	-80.51	
43218	6	0.583333333			Lisbon		Barclay MasterCard	Topo Terraco	Joint	Snack	Drinks in Lisbon	No	No	No		Yes	-24.84	
43218	6	0.4375			Lisbon		Barclay MasterCard	Nicolau	Joint	Meal Out	Breakfast Date	No	No	No		Yes	-39.98	
43217	5	0.916666667			Lisbon		Barclay MasterCard	Cervejaria Ramiro	Joint	Meal Out	Dinner Date	No	No	No		Yes	-96.93	
43217	5	0.59375			Porto		Barclay MasterCard	Farmacia Firmez	CGPR	Hygiene	Toothbrush	No	No	No		Yes	-5.76	
43217	5	0.583333333			Porto		Barclay MasterCard	Tapabento	Joint	Meal Out	Lunch Date	No	No	No		Yes	-66.64	
43217	5	0.510416667			Vila Nova de Gaia		Barclay MasterCard	Graham's	Joint	Groceries	Bottles	No	No	No		Yes	-78.76	
43217	5	0.46875			Vila Nova de Gaia		Barclay MasterCard	Graham's	Joint	Ticket(s)	Winery Tour	No	No	No		Yes	-65.43	
43217	5	0.416666667			Porto		Barclay MasterCard	The Artist Porto Hotel & Bistro	Joint	Hotel	Hotel Stay in Porto	No	No	No		Yes	-4.85	
43216	4	0.833333333			Porto		Barclay MasterCard	Cantina 32	Joint	Meal Out	Dinner Date	No	No	No		Yes	-72.7	
43216	4	0.6875			OPO		Barclay MasterCard	TIP	NPH	Metro	Metro Fare to City	No	No	No		Yes	-3.17	
43216	4	0.6875			OPO		Barclay MasterCard	TIP	CGPR	Metro	Metro Fare to City	No	No	No		Yes	-3.17	
43216	4	0.583333333			BSL		Barclay MasterCard	Dufry	CGPR	Book(s)	L'amore Molesto	No	No	No		Yes	-25.03	
43216	4	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Skype Top-up	No	No	Yes		No	-10	
43215	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43214	2	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43214	2	0.4375			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-263.79	263.79
43214	2	0.333333333			Online		Chase Visa	Privacy Assist	CGPR	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
43214	2	0.291666667			Online		Cartus	Bank of America Checking	Joint	Reimbursement	Reimburse Travel Expenses	No	Yes	No		No	0	136
43213	1	0.895833333			Online		Bank of America Checking	PostFinance Checking	Joint	Forex	CHF	No	No	No		No	-1031.38	1000
43213	1	0.895833333			Online		Barbara Hartman	Bank of America Checking	Joint	Transfer	Money for Switzerland	No	No	No		No	0	1030
43213	1	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43212	7	0.645833333			Paris		Barclay MasterCard	Paul	Joint	Lunch	Lunch Date	No	No	No		Yes	-11.36	
43212	7	0.46875			Paris		Barclay MasterCard	Ob-La-Di	Joint	Meal Out	Brunch Date	No	No	No		Yes	-51.25	
43212	7	0.40625			Paris		Barclay MasterCard	Hotel Mercure Gare de Lyon	Joint	Hotel	Room Upgrade	No	No	No		No	-49.4	
43211	6	0.885416667			Paris		Barclay MasterCard	Café de Anges	Joint	Meal Out	Dinner Date	No	No	No		Yes	-49.4	
43211	6	0.625			Paris		Barclay MasterCard	Uniqlo	CGPR	Clothing	Pajamas	No	No	No		Yes	-15.93	
43210	5	0.875			Paris		Barclay MasterCard	Brasserie L'Europeen	Joint	Meal Out	Dinner Date	No	No	No		Yes	-86.45	
43210	5	0.5625			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-2658.1	2658.1
43210	5	0.333333333			Online		Ally Bank	Ally Bank Savings Account	Joint	Interest	Monthly Interest Deposit	No	No	No		No	0	18.86
43210	5	0.291666667			Online		Cartus	Bank of America Checking	Joint	Reimbursement	Reimburse Travel Expenses	No	Yes	No		No	0	149.43
43209	4	0.291666667			Online		Barclay MasterCard	Spotify	Joint	Music Streaming	Monthly Music Streaming	No	No	Yes		No	-15.98	
43209	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Reimbursement	Travel Expenses	No	Yes	No		No	0	23.47
43209	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 04.09 - 04.22	No	No	Yes		No	0	3478.69
43208	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43207	2	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43206	1	0.875			Online		Barclay MasterCard	AirB&B	Joint	Hotel	AirB&B stay in Oslo	No	No	No		No	-398.43	
43206	1	0.875			Online		Barclay MasterCard	AirB&B	Joint	Hotel	AirB&B stay in Helsinki	No	No	No		No	-334.99	
43206	1	0.875			Online		Barclay MasterCard	Freys Lilla Rådmannen	Joint	Hotel	Hotel Stay in Stockholm	No	No	No		No	-398.47	
43206	1	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43205	7	0.65625			MAD		Barclay MasterCard	Zara	CGPR	Clothing	Shirt and Pants	No	No	No		Yes	-56.66	
43204	6	0.739583333			Madrid		Bank of America Checking	Bank of America	Joint	Fee	International ATM Fee	No	No	No		Yes	-18.52	
43204	6	0.739583333			Madrid		Bank of America Checking	Euros	Joint	Forex	EUR	No	No	No		Yes	-617.34	500
43204	6	0.583333333			Madrid		Barclay MasterCard	La Barraca	Joint	Meal Out	Lunch w/ Ro & Otto	No	No	No		Yes	-218.26	
43203	5	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43203	5	0.291666667			Online		Cartus	Bank of America Checking	Joint	Reimbursement	Reimburse Travel Expenses	No	Yes	No		No	0	384.29
43202	4	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43201	3	0.75			Online		Barclay MasterCard	Air France	Joint	Airfare	OSL --> BSL	No	No	No		No	-666.91	
43201	3	0.739583333			Online		Barclay MasterCard	Norwegian Airlines	Joint	Airfare	HEL --> OSL	No	No	No		No	-151.19	
43201	3	0.729166667			Online		Barclay MasterCard	Norwegian Airlines	Joint	Airfare	ARL --> HEL	No	No	No		No	-139.55	
43201	3	0.71875			Online		Barclay MasterCard	EasyJet	Joint	Airfare	TXL --> ARL	No	No	No		No	-129.88	
43201	3	0.71875			Online		Barclay MasterCard	EasyJet	Joint	Airfare	BSL --> SXF	No	No	No		No	-247.78	
43201	3	0.53125			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-928.01	928.01
43201	3	0.53125			Online		Barclay MasterCard	Barclay MasterCard	Joint	Point Redemption	Points Redeemed for Travel	No	No	No		No	0	100
43201	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43200	2	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43199	1	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43199	1	0.583333333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-22.88	22.88
43199	1	0.416666667			Online		Barclay MasterCard	ATT	Joint	Phone	Monthly Phone Bill	No	No	Yes		No	-22.88	
43198	7	0.65625			CPH		Barclay MasterCard	Becksonergaard	Joint	Gift	Scarves for Otto's daughters	No	No	No		Yes	-74.17	
43198	7	0.604166667			Copenhagen		Barclay MasterCard	Papyrus Bogcafe	Joint	Coffee Out	Coffee Date	No	No	No		Yes	-11.38	
43198	7	0.552083333			Copenhagen		Barclay MasterCard	Razspa	CGPR	Hygiene	Facial Scrub	No	No	No		Yes	-41.12	
43198	7	0.541666667			Copenhagen		Barclay MasterCard	Groed	NPH	Snack	Beer	No	No	No		Yes	-5.77	
43198	7	0.53125			Copenhagen		Barclay MasterCard	The Coffee Collective	Joint	Groceries	Coffee Beans	No	No	No		Yes	-16.49	
43198	7	0.510416667			Copenhagen		Barclay MasterCard	Palaeo	CGPR	Snack	Juice	No	No	No		Yes	-8.08	
43198	7	0.5			Copenhagen		Barclay MasterCard	Hallernes	Joint	Meal Out	Lunch Date	No	No	No		Yes	-20.78	
43198	7	0.40625			Copenhagen		Barclay MasterCard	Risteriet Halmtorvet	Joint	Coffee Out	Coffee Date	No	No	No		Yes	-27.21	
43198	7	0.385416667			Copenhagen		Barclay MasterCard	Hotel Axel Guldsmeden	Joint	Hotel	Hotel Stay in Copenhagen	No	No	No		Yes	-94.81	
43197	6	0.791666667			Copenhagen		Barclay MasterCard	Restaurant Relae	Joint	Anniversary	Dinner Date	No	No	No		Yes	-412.22	
43197	6	0.583333333			Copenhagen		Barclay MasterCard	Lego Store	Joint	Gift	Gift for Santi	No	No	No		Yes	-29.68	
43197	6	0.416666667			Copenhagen		Bank of America Checking	Bank of America	Joint	Fee	International ATM Fee	No	No	No		Yes	-4.95	
43197	6	0.416666667			Copenhagen		Bank of America Checking	Bank of America	Joint	Fee	International ATM Fee	No	No	No		Yes	-5	
43197	6	0.416666667			Copenhagen		Bank of America Checking	Danish Kroner	Joint	Forex	DKK	No	No	No		Yes	-165.05	1000
43197	6	0.375			Copenhagen		Barclay MasterCard	Risteriet Halmtorvet	Joint	Coffee Out	Coffee Date	No	No	No		Yes	-26.38	
43197	6	0.291666667			Online		Cartus	Bank of America Checking	Joint	Reimbursement	Reimburse Travel Expenses	No	Yes	No		No	0	175.37
43196	5	0.854166667			Copenhagen		Barclay MasterCard	Hija de Sanchez	Joint	Meal Out	Dinner Date	No	No	No		Yes	-73.97	
43196	5	0.729166667			CPH		Barclay MasterCard	WHS-Smith	CGPR	Snack	Water	No	No	No		Yes	-4.2	
43196	5	0.416666667			Online		Barclay MasterCard	Danish Public Transport	Joint	Metro	3 Day City Passes	No	No	No		No	-65.96	
43196	5	0.375			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
43196	5	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
43195	4	0.666666667			Online		Barclay MasterCard	Skype	CGPR	Phone	Skype Top-up	No	No	No		Yes	-15.79	
43195	4	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43195	4	0.364583333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-334.76	334.76
43195	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 03.26 - 04.08	No	No	Yes		No	0	3478.69
43194	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43193	2	0.833333333			Online		Barclay MasterCard	Netflix	Joint	Fee	Netflix Subscription	No	No	No		Yes	-12.74	
43192	1	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43192	1	0.458333333			Luzern		Barclay MasterCard	Radisson Blu Lucerne	Joint	Hotel	Stay 31st March - 2nd April	No	No	No		Yes	-65.24	
43192	1	0.291666667			Online		Barclay MasterCard	ExtraSpace Storage	Joint	Rent	Storage Rent	Yes	No	No		Yes	-175.37	
43192	1	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Monthly Skype Charge	No	No	Yes		No	-5.49	
43191	7	0.541666667			Weggis		Barclay MasterCard	Seehotel Gotthard	Joint	Lunch	Lunch out w/ PerTak	No	No	No		Yes	-78.67	
43191	7	0.291666667			Online		Barclay MasterCard	Patreon	CGPR	Donation	News Service Fee	No	No	Yes		No	-2.99	
43190	6	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43189	5	0.333333333			Online		Bank of America Checking	Chase Visa	CGPR	Credit Card Payment	Irregular CC Payment	No	No	No		No	-12.99	12.99
43189	5	0.333333333			Online		Chase Visa	Privacy Assist	CGPR	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
43188	4	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43188	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Reimbursement	Travel Expenses	No	Yes	No		No	0	77.41
43187	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43187	3	0.427083333			Online		Bank of America Checking	Wisconsin Department of Revenue	Joint	Tax Refund	2017 Wisconsin Tax Due	No	No	Yes		No	-40	
43187	3	0.354166667			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-457.06	457.06
43186	2	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43185	1	0.875			Basel		Barclay MasterCard	SoHo	CGPR	Meal Out	Dinner out w/ Erika	No	No	No		Yes	-49.82	
43185	1	0.416666667			Online		Bank of America Checking	Harini	CGPR	Friend Receivable	Drinks in Shanghai	No	No	No		No	-14	
43184	7	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43183	6	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43182	5	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43181	4	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43181	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 03.12 - 03.25	No	No	Yes		No	0	3575.3
43180	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43180	3	0.4375			Online		Bank of America Checking	Chase Visa	CGPR	Credit Card Payment	Irregular CC Payment	No	No	No		No	-130.15	130.15
43179	2	0.802083333			Online		Barclay MasterCard	Hotel Mercure Gare de Lyon	Joint	Hotel	Stay in Paris 20th - 22nd April	No	No	No		No	-309.27	
43179	2	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43179	2	0.333333333			Online		Ally Bank	Ally Bank Savings Account	Joint	Interest	Monthly Interest Deposit	No	No	No		No	0	16.82
43178	1	0.65625			Online		Barclay MasterCard	Amazon	Joint	Furniture	Air Mattress	No	No	No		No	-77.8	
43178	1	0.416666667			Online		Monique Marshall	Bank of America Checking	CGPR	Friend Receivable	Overpayment of gift for Lauren, Sergio	No	No	No		No	0	13.86
43178	1	0.291666667			Online		Barclay MasterCard	Spotify	Joint	Music Streaming	Monthly Music Streaming	No	No	Yes		No	-15.98	
43177	7	0.5625			Online		Barclay MasterCard	Amazon	NPH	Book(s)	The Federalist Papers	No	No	No		No	-1.04	
43176	6	0.697916667			Online		Barclay MasterCard	Amazon	NPH	Movie	10 Cloverfield Lane	No	No	No		No	-3.15	
43176	6	0.625			Shanghai		Chase Visa	Chase Visa	CGPR	Fee	Foreign Transaction Fee	No	No	No		Yes	-3.79	
43176	6	0.625			Shanghai		Chase Visa	Chinese Vendor	CGPR	Gift	Gift for Bimbo	No	No	No		Yes	-126.36	
43176	6	0.416666667			Shanghai		Bank of America Checking	Bank of America	CGPR	Fee	International ATM Fee	No	No	No		Yes	-2.37	
43176	6	0.416666667			Shanghai		Bank of America Checking	Bank of America	CGPR	Fee	International ATM Fee	No	No	No		Yes	-5	
43176	6	0.416666667			Shanghai		Bank of America Checking	Chinese Renminbi	CGPR	Forex	CNY	No	No	No		Yes	-79.04	500
43175	5	0.885416667			Shanghai		Bank of America Checking	Bank of America	CGPR	Fee	International ATM Fee	No	No	No		Yes	-1.43	
43175	5	0.885416667			Shanghai		Bank of America Checking	Bank of America	CGPR	Fee	International ATM Fee	No	No	No		Yes	-5	
43175	5	0.885416667			Shanghai		Bank of America Checking	Chinese Renminbi	CGPR	Forex	CNY	No	No	No		Yes	-47.52	300
43175	5	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43174	4	0.5625			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-24.22	24.22
43174	4	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43174	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Reimbursement	Travel Expenses	No	Yes	No		No	0	17.97
43173	3	0.572916667			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-157.57	157.57
43173	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43173	3	0.5			Shanghai		Barclay MasterCard	Starbucks	CGPR	Collectibles	China Mug	Yes	No	No		Yes	-24.22	
43172	2	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43172	2	0.291666667			Online		New Jersey Division of Taxation	Bank of America Checking	Joint	Tax Refund	2017 New Jersey Refund	No	No	No		No	0	827
43171	1	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43170	7	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43170	7	0.416666667			Online		Barclay MasterCard	ATT	Joint	Phone	Monthly Phone Bill	No	No	Yes		No	-22.94	
43169	6	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43169	6	0.291666667			PVG		Barclay MasterCard	PVG Coffee Shop	CGPR	Coffee Out	Morning Coffee Out	Yes	No	No		Yes	-8.69	
43169	6	0.291666667			Online		Cartus	Bank of America Checking	Joint	Reimbursement	Reimburse Travel Expenses	No	Yes	No		No	0	175.37
43168	5	0.875			Shanghai		Barclay MasterCard	Renaissance Shanghai Hotel	CGPR	Fee	Massage	No	No	No		Yes	-125.94	
43168	5	0.625			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-99.13	99.13
43167	4	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
43167	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 02.26 - 03.11	No	No	Yes		No	0	3380.91
43166	3	0.875			Basel		Barclay MasterCard	Ristorante Margherita	Joint	Meal Out	Dinner Date	No	No	No		Yes	-85.48	
43166	3	0.614583333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-2727.51	2727.51
43166	3	0.520833333			Allschwil		Barclay MasterCard	SV AG	Joint	Lunch	Solo Lunch	No	No	No		Yes	-7.67	
43165	2	0.677083333			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
43165	2	0.416666667			Allschwil		Barclay MasterCard	SV AG	Joint	Coffee Out	Morning Coffee Out	No	No	No		Yes	-5.97	
43165	2	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
43164	1	0.677083333			Basel		Barclay MasterCard	Migros	Joint	Groceries	Groceries	No	No	No		Yes	-62.55	
43164	1	0.520833333			Allschwil		Barclay MasterCard	SV AG	Joint	Lunch	Solo Lunch	No	No	No		Yes	-10.14	
43163	7	0.770833333			Online		Bank of America Checking	Evan Hartman	Joint	Gift	Kids B-day Gifts	No	No	No		No	-100	
43163	7	0.739583333			Online		Bank of America Checking	Convento Olhão	Joint	Hotel	50% Deposit 30th April - 2nd May	No	No	No		No	-156.12	
43163	7	0.6875			Online		Bank of America Checking	Bank of America MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-13.46	13.46
43163	7	0.5			Freiburg		Barclay MasterCard	The Alex Hotel	Joint	Hotel	Stay in Freiburg 3rd March	No	No	No		Yes	-145.51	
43163	7	0.447916667			Online		Barclay MasterCard	AirB&B	Joint	Hotel	Stay in Lisboa 27th - 29th April	No	No	No		No	-204.38	
43163	7	0.4375			Online		Barclay MasterCard	The Artist Porto Hotel & Bistro	Joint	Hotel	Stay in Porto 26th April	No	No	No		No	-8.61	
43162	6	0.833333333			Freiburg		Barclay MasterCard	Casa Española	Joint	Meal Out	Dinner Date	No	No	No		Yes	-53.02	
43162	6	0.770833333			Online		Barclay MasterCard	Comboios de Portugal	Joint	Trainfare	Lisboa --> Portimão	No	No	No		No	-46.04	
43162	6	0.770833333			Online		Barclay MasterCard	Comboios de Portugal	Joint	Trainfare	Porto --> Lisboa	No	No	No		No	-64.12	
43162	6	0.40625			Basel		Barclay MasterCard	BVB	Joint	Trainfare	Roundtrip Basel <--> Freiburg	No	No	No		Yes	-110.74	
43162	6	0.833333333			Online		Barclay MasterCard	Netflix	Joint	Fee	Netflix Subscription	No	No	No		Yes	-12.74	
